,Date(NZST),Amount(mm),Deficit(mm),Runoff(mm),Period(Hrs),Freq
3275,20171220:0800,2.2,120.3,0.0,24,0.0
3276,20171221:0800,0.0,122.3,0.0,24,0.0
3277,20171222:0800,0.0,124.2,0.0,24,0.0
3278,20171223:0800,0.0,125.9,0.0,24,0.0
3279,20171224:0800,0.0,127.5,0.0,24,0.0
3280,20171225:0800,0.0,129.0,0.0,24,0.0
3281,20171226:0800,12.6,117.8,0.0,24,0.0
3282,20171227:0800,0.0,120.0,0.0,24,0.0
3283,20171228:0800,0.0,122.0,0.0,24,0.0
3284,20171229:0800,0.0,123.9,0.0,24,0.0
3285,20171230:0800,0.0,125.6,0.0,24,0.0
3286,20171231:0800,0.0,127.3,0.0,24,0.0
3287,20180101:0800,0.0,128.8,0.0,24,0.0
3288,20180102:0800,0.0,130.0,0.0,24,0.0
3289,20180103:0800,0.0,131.2,0.0,24,0.0
3290,20180104:0800,0.0,132.3,0.0,24,0.0
3291,20180105:0800,11.6,121.8,0.0,24,0.0
3292,20180106:0800,2.6,120.8,0.0,24,0.0
3293,20180107:0800,0.0,122.5,0.0,24,0.0
3294,20180108:0800,0.0,124.1,0.0,24,0.0
3295,20180109:0800,0.0,125.7,0.0,24,0.0
3296,20180110:0800,16.6,110.5,0.0,24,0.0
3297,20180111:0800,33.0,79.8,0.0,24,0.0
3298,20180112:0800,45.2,38.7,0.0,24,0.0
3299,20180113:0800,12.2,31.0,0.0,24,0.0
3300,20180114:0800,0.6,34.8,0.0,24,0.0
3301,20180115:0800,0.0,39.2,0.0,24,0.0
3302,20180116:0800,0.0,43.6,0.0,24,0.0
3303,20180117:0800,0.0,48.0,0.0,24,0.0
3304,20180118:0800,30.4,22.0,0.0,24,0.0
3305,20180119:0800,0.8,25.6,0.0,24,0.0
3306,20180120:0800,0.0,30.0,0.0,24,0.0
3307,20180121:0800,0.0,34.4,0.0,24,0.0
3308,20180122:0800,0.0,38.8,0.0,24,0.0
3309,20180123:0800,0.0,43.3,0.0,24,0.0
3310,20180124:0800,0.0,47.7,0.0,24,0.0
3311,20180125:0800,0.0,52.1,0.0,24,0.0
3312,20180126:0800,0.0,56.5,0.0,24,0.0
3313,20180127:0800,0.0,60.9,0.0,24,0.0
3314,20180128:0800,0.0,65.3,0.0,24,0.0
3315,20180129:0800,0.0,69.7,0.0,24,0.0
3316,20180130:0800,0.0,74.1,0.0,24,0.0
3317,20180131:0800,0.0,78.5,0.0,24,0.0
3318,20180201:0800,21.4,61.3,0.0,24,0.0
3319,20180202:0800,17.8,46.9,0.0,24,0.0
3320,20180203:0800,1.6,48.6,0.0,24,0.0
3321,20180204:0800,0.0,52.0,0.0,24,0.0
3322,20180205:0800,0.4,55.0,0.0,24,0.0
3323,20180206:0800,8.0,50.3,0.0,24,0.0
3324,20180207:0800,0.2,53.5,0.0,24,0.0
3325,20180208:0800,0.0,56.8,0.0,24,0.0
3326,20180209:0800,0.0,60.2,0.0,24,0.0
3327,20180210:0800,0.0,63.5,0.0,24,0.0
3328,20180211:0800,33.4,33.5,0.0,24,0.0
3329,20180212:0800,53.6,0.0,16.7,24,0.0
3330,20180213:0800,0.0,3.4,0.0,24,0.0
3331,20180214:0800,0.0,6.7,0.0,24,0.0
3332,20180215:0800,0.0,10.1,0.0,24,0.0
3333,20180216:0800,0.0,13.4,0.0,24,0.0
3334,20180217:0800,7.6,9.2,0.0,24,0.0
3335,20180218:0800,25.4,0.0,12.9,24,0.0
3336,20180219:0800,0.0,3.4,0.0,24,0.0
3337,20180220:0800,5.6,1.1,0.0,24,0.0
3338,20180221:0800,33.4,0.0,28.9,24,0.0
3339,20180222:0800,5.6,0.0,2.2,24,0.0
3340,20180223:0800,0.0,3.4,0.0,24,0.0
3341,20180224:0800,0.0,6.7,0.0,24,0.0
3342,20180225:0800,0.0,10.1,0.0,24,0.0
3343,20180226:0800,15.0,0.0,1.6,24,0.0
3344,20180227:0800,0.2,3.2,0.0,24,0.0
3345,20180228:0800,4.8,1.7,0.0,24,0.0
3346,20180301:0800,0.6,4.5,0.0,24,0.0
3347,20180302:0800,5.6,1.3,0.0,24,0.0
3348,20180303:0800,2.8,0.9,0.0,24,0.0
3349,20180304:0800,0.6,2.7,0.0,24,0.0
3350,20180305:0800,2.6,2.5,0.0,24,0.0
3351,20180306:0800,0.0,4.9,0.0,24,0.0
3352,20180307:0800,3.6,3.7,0.0,24,0.0
3353,20180308:0800,0.0,6.0,0.0,24,0.0
3354,20180309:0800,0.0,8.4,0.0,24,0.0
3355,20180310:0800,0.0,10.8,0.0,24,0.0
3356,20180311:0800,0.0,13.2,0.0,24,0.0
3357,20180312:0800,0.0,15.6,0.0,24,0.0
3358,20180313:0800,0.8,17.2,0.0,24,0.0
3359,20180314:0800,8.6,11.0,0.0,24,0.0
3360,20180315:0800,1.0,12.4,0.0,24,0.0
3361,20180316:0800,0.6,14.2,0.0,24,0.0
3362,20180317:0800,0.0,16.6,0.0,24,0.0
3363,20180318:0800,0.0,19.0,0.0,24,0.0
3364,20180319:0800,0.0,21.4,0.0,24,0.0
3365,20180320:0800,0.0,23.8,0.0,24,0.0
3366,20180321:0800,0.0,26.2,0.0,24,0.0
3367,20180322:0800,14.4,14.2,0.0,24,0.0
3368,20180323:0800,15.0,1.6,0.0,24,0.0
3369,20180324:0800,4.6,0.0,0.6,24,0.0
3370,20180325:0800,4.8,0.0,2.4,24,0.0
3371,20180326:0800,1.2,1.2,0.0,24,0.0
3372,20180327:0800,1.2,2.4,0.0,24,0.0
3373,20180328:0800,20.8,0.0,16.0,24,0.0
3374,20180329:0800,0.0,2.4,0.0,24,0.0
3375,20180330:0800,0.0,4.8,0.0,24,0.0
3376,20180331:0800,0.0,7.2,0.0,24,0.0
3377,20180401:0900,7.6,2.0,0.0,24,0.0
3378,20180402:0900,0.0,3.0,0.0,24,0.0
3379,20180403:0900,6.8,0.0,2.7,24,0.0
3380,20180404:0900,0.0,1.1,0.0,24,0.0
3381,20180405:0900,4.2,0.0,2.1,24,0.0
3382,20180406:0900,0.0,1.1,0.0,24,0.0
3383,20180407:0900,1.2,0.9,0.0,24,0.0
3384,20180408:0900,0.0,2.0,0.0,24,0.0
3385,20180409:0900,0.4,2.6,0.0,24,0.0
3386,20180410:0900,21.4,0.0,17.8,24,0.0
3387,20180411:0900,2.4,0.0,1.4,24,0.0
3388,20180412:0900,0.0,1.1,0.0,24,0.0
3389,20180413:0900,1.8,0.3,0.0,24,0.0
3390,20180414:0900,0.0,1.4,0.0,24,0.0
3391,20180415:0900,0.0,2.4,0.0,24,0.0
3392,20180416:0900,81.0,0.0,77.6,24,0.0
3393,20180417:0900,21.0,0.0,20.0,24,0.0
3394,20180418:0900,7.6,0.0,6.6,24,0.0
3395,20180419:0900,3.8,0.0,2.8,24,0.0
3396,20180420:0900,1.6,0.0,0.6,24,0.0
3397,20180421:0900,5.2,0.0,4.2,24,0.0
3398,20180422:0900,5.8,0.0,4.8,24,0.0
3399,20180423:0900,0.0,1.1,0.0,24,0.0
3400,20180424:0900,0.0,2.1,0.0,24,0.0
3401,20180425:0900,0.2,3.0,0.0,24,0.0
3402,20180426:0900,0.0,4.0,0.0,24,0.0
3403,20180427:0900,0.0,5.1,0.0,24,0.0
3404,20180428:0900,1.2,4.9,0.0,24,0.0
3405,20180429:0900,11.0,0.0,5.1,24,0.0
3406,20180430:0900,19.2,0.0,18.2,24,0.0
3407,20180501:0900,10.0,0.0,9.0,24,0.0
3408,20180502:0900,0.0,0.5,0.0,24,0.0
3409,20180503:0900,0.0,1.0,0.0,24,0.0
3410,20180504:0900,0.0,1.5,0.0,24,0.0
3411,20180505:0900,0.0,1.9,0.0,24,0.0
3412,20180506:0900,13.8,0.0,11.4,24,0.0
3413,20180507:0900,6.2,0.0,5.7,24,0.0
3414,20180508:0900,0.2,0.3,0.0,24,0.0
3415,20180509:0900,7.6,0.0,6.8,24,0.0
3416,20180510:0900,0.0,0.5,0.0,24,0.0
3417,20180511:0900,1.4,0.0,0.4,24,0.0
3418,20180512:0900,12.0,0.0,11.5,24,0.0
3419,20180513:0900,2.8,0.0,2.3,24,0.0
3420,20180514:0900,8.8,0.0,8.3,24,0.0
3421,20180515:0900,1.6,0.0,1.1,24,0.0
3422,20180516:0900,18.2,0.0,17.7,24,0.0
3423,20180517:0900,17.6,0.0,17.1,24,0.0
3424,20180518:0900,5.0,0.0,4.5,24,0.0
3425,20180519:0900,11.6,0.0,11.1,24,0.0
3426,20180520:0900,2.8,0.0,2.3,24,0.0
3427,20180521:0900,15.2,0.0,14.7,24,0.0
3428,20180522:0900,4.4,0.0,3.9,24,0.0
3429,20180523:0900,37.4,0.0,36.9,24,0.0
3430,20180524:0900,5.0,0.0,4.5,24,0.0
3431,20180525:0900,18.0,0.0,17.5,24,0.0
3432,20180526:0900,0.0,0.5,0.0,24,0.0
3433,20180527:0900,6.6,0.0,5.6,24,0.0
3434,20180528:0900,0.2,0.3,0.0,24,0.0
3435,20180529:0900,0.0,0.8,0.0,24,0.0
3436,20180530:0900,0.0,1.3,0.0,24,0.0
3437,20180531:0900,0.0,1.7,0.0,24,0.0
3438,20180601:0900,0.0,2.2,0.0,24,0.0
3439,20180602:0900,0.0,2.6,0.0,24,0.0
3440,20180603:0900,0.0,2.9,0.0,24,0.0
3441,20180604:0900,0.0,3.2,0.0,24,0.0
3442,20180605:0900,0.0,3.5,0.0,24,0.0
3443,20180606:0900,1.6,2.2,0.0,24,0.0
3444,20180607:0900,0.2,2.3,0.0,24,0.0
3445,20180608:0900,0.0,2.7,0.0,24,0.0
3446,20180609:0900,0.0,3.0,0.0,24,0.0
3447,20180610:0900,0.0,3.3,0.0,24,0.0
3448,20180611:0900,0.0,3.6,0.0,24,0.0
3449,20180612:0900,0.0,3.9,0.0,24,0.0
3450,20180613:0900,0.0,4.2,0.0,24,0.0
3451,20180614:0900,0.0,4.6,0.0,24,0.0
3452,20180615:0900,0.0,4.9,0.0,24,0.0
3453,20180616:0900,0.4,4.8,0.0,24,0.0
3454,20180617:0900,12.8,0.0,7.7,24,0.0
3455,20180618:0900,5.2,0.0,4.9,24,0.0
3456,20180619:0900,0.0,0.3,0.0,24,0.0
3457,20180620:0900,0.0,0.6,0.0,24,0.0
3458,20180621:0900,0.0,1.0,0.0,24,0.0
3459,20180622:0900,0.0,1.3,0.0,24,0.0
3460,20180623:0900,0.0,1.6,0.0,24,0.0
3461,20180624:0900,0.8,1.1,0.0,24,0.0
3462,20180625:0900,20.8,0.0,19.4,24,0.0
3463,20180626:0900,14.4,0.0,14.1,24,0.0
3464,20180627:0900,0.0,0.3,0.0,24,0.0
3465,20180628:0900,0.0,0.6,0.0,24,0.0
3466,20180629:0900,0.0,1.0,0.0,24,0.0
3467,20180630:0900,0.0,1.3,0.0,24,0.0
3468,20180701:0900,1.8,0.0,0.2,24,0.0
3469,20180702:0900,28.6,0.0,28.3,24,0.0
3470,20180703:0900,0.2,0.1,0.0,24,0.0
3471,20180704:0900,0.0,0.4,0.0,24,0.0
3472,20180705:0900,0.0,0.7,0.0,24,0.0
3473,20180706:0900,0.2,0.8,0.0,24,0.0
3474,20180707:0900,6.2,0.0,5.1,24,0.0
3475,20180708:0900,45.2,0.0,44.9,24,0.0
3476,20180709:0900,51.0,0.0,50.7,24,0.0
3477,20180710:0900,8.6,0.0,8.3,24,0.0
3478,20180711:0900,0.4,0.0,0.1,24,0.0
3479,20180712:0900,8.0,0.0,7.7,24,0.0
3480,20180713:0900,1.6,0.0,1.3,24,0.0
3481,20180714:0900,0.2,0.1,0.0,24,0.0
3482,20180715:0900,0.0,0.4,0.0,24,0.0
3483,20180716:0900,3.6,0.0,2.9,24,0.0
3484,20180717:0900,9.2,0.0,8.9,24,0.0
3485,20180718:0900,0.0,0.3,0.0,24,0.0
3486,20180719:0900,0.0,0.6,0.0,24,0.0
3487,20180720:0900,0.0,0.9,0.0,24,0.0
3488,20180721:0900,0.0,1.2,0.0,24,0.0
3489,20180722:0900,36.8,0.0,35.3,24,0.0
3490,20180723:0900,29.6,0.0,29.3,24,0.0
3491,20180724:0900,7.2,0.0,6.9,24,0.0
3492,20180725:0900,2.6,0.0,2.3,24,0.0
3493,20180726:0900,5.6,0.0,5.3,24,0.0
3494,20180727:0900,2.0,0.0,1.7,24,0.0
3495,20180728:0900,13.4,0.0,13.1,24,0.0
3496,20180729:0900,13.4,0.0,13.1,24,0.0
3497,20180730:0900,5.2,0.0,4.9,24,0.0
3498,20180731:0900,2.8,0.0,2.5,24,0.0
3499,20180801:0900,10.4,0.0,10.1,24,0.0
3500,20180802:0900,23.2,0.0,22.4,24,0.0
3501,20180803:0900,22.8,0.0,22.0,24,0.0
3502,20180804:0900,0.0,0.8,0.0,24,0.0
3503,20180805:0900,0.0,1.6,0.0,24,0.0
3504,20180806:0900,0.0,2.5,0.0,24,0.0
3505,20180807:0900,0.2,3.1,0.0,24,0.0
3506,20180808:0900,9.0,0.0,5.1,24,0.0
3507,20180809:0900,29.8,0.0,29.0,24,0.0
3508,20180810:0900,0.0,0.8,0.0,24,0.0
3509,20180811:0900,0.0,1.6,0.0,24,0.0
3510,20180812:0900,0.0,2.5,0.0,24,0.0
3511,20180813:0900,0.0,3.3,0.0,24,0.0
3512,20180814:0900,0.0,4.1,0.0,24,0.0
3513,20180815:0900,4.2,0.7,0.0,24,0.0
3514,20180816:0900,0.0,1.6,0.0,24,0.0
3515,20180817:0900,23.0,0.0,20.6,24,0.0
3516,20180818:0900,2.2,0.0,1.4,24,0.0
3517,20180819:0900,0.0,0.8,0.0,24,0.0
3518,20180820:0900,9.6,0.0,8.0,24,0.0
3519,20180821:0900,36.2,0.0,35.4,24,0.0
3520,20180822:0900,10.6,0.0,9.8,24,0.0
3521,20180823:0900,2.8,0.0,2.0,24,0.0
3522,20180824:0900,0.2,0.6,0.0,24,0.0
3523,20180825:0900,0.8,0.6,0.0,24,0.0
3524,20180826:0900,1.2,0.3,0.0,24,0.0
3525,20180827:0900,0.0,1.1,0.0,24,0.0
3526,20180828:0900,0.0,1.9,0.0,24,0.0
3527,20180829:0900,0.2,2.5,0.0,24,0.0
3528,20180830:0900,13.8,0.0,10.4,24,0.0
3529,20180831:0900,0.0,0.8,0.0,24,0.0
3530,20180901:0900,0.0,1.6,0.0,24,0.0
3531,20180902:0900,1.6,1.8,0.0,24,0.0
3532,20180903:0900,21.0,0.0,17.5,24,0.0
3533,20180904:0900,0.0,1.7,0.0,24,0.0
3534,20180905:0900,0.0,3.4,0.0,24,0.0
3535,20180906:0900,0.0,5.2,0.0,24,0.0
3536,20180907:0900,0.0,6.9,0.0,24,0.0
3537,20180908:0900,0.0,8.6,0.0,24,0.0
3538,20180909:0900,0.0,10.3,0.0,24,0.0
3539,20180910:0900,0.0,12.0,0.0,24,0.0
3540,20180911:0900,0.0,13.8,0.0,24,0.0
3541,20180912:0900,0.0,15.5,0.0,24,0.0
3542,20180913:0900,0.0,17.2,0.0,24,0.0
3543,20180914:0900,2.8,16.1,0.0,24,0.0
3544,20180915:0900,0.2,17.6,0.0,24,0.0
3545,20180916:0900,0.0,19.4,0.0,24,0.0
3546,20180917:0900,8.4,12.7,0.0,24,0.0
3547,20180918:0900,19.6,0.0,5.2,24,0.0
3548,20180919:0900,0.0,1.7,0.0,24,0.0
3549,20180920:0900,0.0,3.4,0.0,24,0.0
3550,20180921:0900,0.0,5.2,0.0,24,0.0
3551,20180922:0900,0.0,6.9,0.0,24,0.0
3552,20180923:0900,0.0,8.6,0.0,24,0.0
3553,20180924:0900,0.2,10.1,0.0,24,0.0
3554,20180925:0900,8.8,3.0,0.0,24,0.0
3555,20180926:0900,6.0,0.0,1.2,24,0.0
3556,20180927:0900,1.2,0.5,0.0,24,0.0
3557,20180928:0900,1.0,1.2,0.0,24,0.0
3558,20180929:0900,0.0,3.0,0.0,24,0.0
3559,20180930:0800,0.4,4.3,0.0,24,0.0
3560,20181001:0800,8.0,0.0,2.0,24,0.0
3561,20181002:0800,3.2,0.0,0.7,24,0.0
3562,20181003:0800,0.0,2.5,0.0,24,0.0
3563,20181004:0800,0.0,5.0,0.0,24,0.0
3564,20181005:0800,0.0,7.5,0.0,24,0.0
3565,20181006:0800,0.2,9.8,0.0,24,0.0
3566,20181007:0800,0.0,12.3,0.0,24,0.0
3567,20181008:0800,0.0,14.8,0.0,24,0.0
3568,20181009:0800,0.0,17.3,0.0,24,0.0
3569,20181010:0800,0.0,19.7,0.0,24,0.0
3570,20181011:0800,0.0,22.2,0.0,24,0.0
3571,20181012:0800,21.0,3.7,0.0,24,0.0
3572,20181013:0800,0.0,6.2,0.0,24,0.0
3573,20181014:0800,0.0,8.7,0.0,24,0.0
3574,20181015:0800,0.0,11.2,0.0,24,0.0
3575,20181016:0800,0.0,13.7,0.0,24,0.0
3576,20181017:0800,0.0,16.2,0.0,24,0.0
3577,20181018:0800,0.0,18.7,0.0,24,0.0
3578,20181019:0800,0.2,21.0,0.0,24,0.0
3579,20181020:0800,0.0,23.5,0.0,24,0.0
3580,20181021:0800,0.0,26.0,0.0,24,0.0
3581,20181022:0800,0.0,28.5,0.0,24,0.0
3582,20181023:0800,0.0,31.0,0.0,24,0.0
3583,20181024:0800,0.0,33.5,0.0,24,0.0
3584,20181025:0800,0.0,36.0,0.0,24,0.0
3585,20181026:0800,6.4,32.0,0.0,24,0.0
3586,20181027:0800,0.0,34.5,0.0,24,0.0
3587,20181028:0800,0.0,37.0,0.0,24,0.0
3588,20181029:0800,0.8,38.7,0.0,24,0.0
3589,20181030:0800,9.6,31.6,0.0,24,0.0
3590,20181031:0800,0.2,33.9,0.0,24,0.0
3591,20181101:0800,3.8,32.6,0.0,24,0.0
3592,20181102:0800,0.0,36.0,0.0,24,0.0
3593,20181103:0800,2.4,36.9,0.0,24,0.0
3594,20181104:0800,20.0,20.3,0.0,24,0.0
3595,20181105:0800,4.0,19.6,0.0,24,0.0
3596,20181106:0800,0.0,23.0,0.0,24,0.0
3597,20181107:0800,0.0,26.3,0.0,24,0.0
3598,20181108:0800,5.4,24.3,0.0,24,0.0
3599,20181109:0800,54.2,0.0,26.6,24,0.0
3600,20181110:0800,19.8,0.0,16.4,24,0.0
3601,20181111:0800,0.0,3.4,0.0,24,0.0
3602,20181112:0800,0.0,6.7,0.0,24,0.0
3603,20181113:0800,0.0,10.1,0.0,24,0.0
3604,20181114:0800,0.0,13.4,0.0,24,0.0
3605,20181115:0800,0.0,16.8,0.0,24,0.0
3606,20181116:0800,0.0,20.1,0.0,24,0.0
3607,20181117:0800,0.6,22.9,0.0,24,0.0
3608,20181118:0800,0.2,26.0,0.0,24,0.0
3609,20181119:0800,7.2,22.2,0.0,24,0.0
3610,20181120:0800,0.8,24.7,0.0,24,0.0
3611,20181121:0800,0.0,28.1,0.0,24,0.0
3612,20181122:0800,6.2,25.2,0.0,24,0.0
3613,20181123:0800,0.0,28.6,0.0,24,0.0
3614,20181124:0800,1.0,30.9,0.0,24,0.0
3615,20181125:0800,1.2,33.1,0.0,24,0.0
3616,20181126:0800,0.0,36.5,0.0,24,0.0
3617,20181127:0800,0.0,39.8,0.0,24,0.0
3618,20181128:0800,0.0,43.2,0.0,24,0.0
3619,20181129:0800,3.8,42.7,0.0,24,0.0
3620,20181130:0800,6.2,39.9,0.0,24,0.0
3621,20181201:0800,0.0,43.2,0.0,24,0.0
3622,20181202:0800,0.0,47.3,0.0,24,0.0
3623,20181203:0800,2.6,48.9,0.0,24,0.0
3624,20181204:0800,8.0,45.0,0.0,24,0.0
3625,20181205:0800,17.2,31.9,0.0,24,0.0
3626,20181206:0800,13.8,22.2,0.0,24,0.0
3627,20181207:0800,0.0,26.3,0.0,24,0.0
3628,20181208:0800,0.0,30.4,0.0,24,0.0
3629,20181209:0800,0.0,34.5,0.0,24,0.0
3630,20181210:0800,0.0,38.7,0.0,24,0.0
3631,20181211:0800,0.0,42.8,0.0,24,0.0
3632,20181212:0800,19.0,27.9,0.0,24,0.0
3633,20181213:0800,1.8,30.2,0.0,24,0.0
3634,20181214:0800,48.6,0.0,14.3,24,0.0
3635,20181215:0800,0.2,3.9,0.0,24,0.0
3636,20181216:0800,0.0,8.0,0.0,24,0.0
3637,20181217:0800,0.0,12.1,0.0,24,0.0
3638,20181218:0800,0.0,16.3,0.0,24,0.0
3639,20181219:0800,3.2,17.2,0.0,24,0.0
3640,20181220:0800,16.0,5.3,0.0,24,0.0
3641,20181221:0800,0.6,8.8,0.0,24,0.0
3642,20181222:0800,12.8,0.1,0.0,24,0.0
3643,20181223:0800,0.0,4.2,0.0,24,0.0
3644,20181224:0800,0.0,8.4,0.0,24,0.0
3645,20181225:0800,0.0,12.5,0.0,24,0.0
3646,20181226:0800,0.0,16.6,0.0,24,0.0
3647,20181227:0800,0.0,20.7,0.0,24,0.0
3648,20181228:0800,0.0,24.8,0.0,24,0.0
3649,20181229:0800,0.6,28.3,0.0,24,0.0
3650,20181230:0800,0.0,32.5,0.0,24,0.0
3651,20181231:0800,0.0,36.6,0.0,24,0.0
3652,20190101:0800,0.0,40.7,0.0,24,0.0
3653,20190102:0800,0.6,44.6,0.0,24,0.0
3654,20190103:0800,0.0,49.2,0.0,24,0.0
3655,20190104:0800,0.0,53.7,0.0,24,0.0
3656,20190105:0800,0.0,58.2,0.0,24,0.0
3657,20190106:0800,0.0,62.8,0.0,24,0.0
3658,20190107:0800,1.6,65.7,0.0,24,0.0
3659,20190108:0800,0.0,70.3,0.0,24,0.0
3660,20190109:0800,0.0,74.8,0.0,24,0.0
3661,20190110:0800,2.2,77.1,0.0,24,0.0
3662,20190111:0800,2.0,79.5,0.0,24,0.0
3663,20190112:0800,0.0,83.8,0.0,24,0.0
3664,20190113:0800,0.0,87.8,0.0,24,0.0
3665,20190114:0800,12.8,78.8,0.0,24,0.0
3666,20190115:0800,0.0,83.1,0.0,24,0.0
3667,20190116:0800,0.0,87.1,0.0,24,0.0
3668,20190117:0800,0.0,90.9,0.0,24,0.0
3669,20190118:0800,0.0,94.5,0.0,24,0.0
3670,20190119:0800,0.0,97.9,0.0,24,0.0
3671,20190120:0800,8.6,92.4,0.0,24,0.0
3672,20190121:0800,9.0,86.9,0.0,24,0.0
3673,20190122:0800,0.4,90.3,0.0,24,0.0
3674,20190123:0800,1.4,92.5,0.0,24,0.0
3675,20190124:0800,21.6,74.4,0.0,24,0.0
3676,20190125:0800,0.0,79.0,0.0,24,0.0
3677,20190126:0800,0.0,83.3,0.0,24,0.0
3678,20190127:0800,0.0,87.3,0.0,24,0.0
3679,20190128:0800,0.0,91.1,0.0,24,0.0
3680,20190129:0800,1.4,93.3,0.0,24,0.0
3681,20190130:0800,0.0,96.7,0.0,24,0.0
3682,20190131:0800,0.0,99.9,0.0,24,0.0
3683,20190201:0800,0.0,102.9,0.0,24,0.0
3684,20190202:0800,3.2,102.1,0.0,24,0.0
3685,20190203:0800,0.0,104.6,0.0,24,0.0
3686,20190204:0800,0.0,106.9,0.0,24,0.0
3687,20190205:0800,0.0,109.1,0.0,24,0.0
3688,20190206:0800,0.0,111.2,0.0,24,0.0
3689,20190207:0800,0.0,113.2,0.0,24,0.0
3690,20190208:0800,0.0,115.1,0.0,24,0.0
3691,20190209:0800,1.4,115.4,0.0,24,0.0
3692,20190210:0800,0.0,117.2,0.0,24,0.0
3693,20190211:0800,0.0,118.9,0.0,24,0.0
3694,20190212:0800,1.4,119.1,0.0,24,0.0
3695,20190213:0800,0.0,120.6,0.0,24,0.0
3696,20190214:0800,0.0,122.1,0.0,24,0.0
3697,20190215:0800,5.0,118.6,0.0,24,0.0
3698,20190216:0800,1.8,118.4,0.0,24,0.0
3699,20190217:0800,0.0,120.0,0.0,24,0.0
3700,20190218:0800,0.0,121.5,0.0,24,0.0
3701,20190219:0800,0.0,123.0,0.0,24,0.0
3702,20190220:0800,0.0,124.4,0.0,24,0.0
3703,20190221:0800,0.0,125.7,0.0,24,0.0
3704,20190222:0800,0.2,126.7,0.0,24,0.0
3705,20190223:0800,0.0,127.9,0.0,24,0.0
3706,20190224:0800,10.6,118.4,0.0,24,0.0
3707,20190225:0800,0.0,120.0,0.0,24,0.0
3708,20190226:0800,0.0,121.6,0.0,24,0.0
3709,20190227:0800,0.0,123.0,0.0,24,0.0
3710,20190228:0800,1.4,123.0,0.0,24,0.0
3711,20190301:0800,0.0,124.4,0.0,24,0.0
3712,20190302:0800,0.0,125.3,0.0,24,0.0
3713,20190303:0800,0.0,126.1,0.0,24,0.0
3714,20190304:0800,0.0,126.9,0.0,24,0.0
3715,20190305:0800,0.0,127.7,0.0,24,0.0
3716,20190306:0800,0.0,128.5,0.0,24,0.0
3717,20190307:0800,0.0,129.3,0.0,24,0.0
3718,20190308:0800,26.2,103.8,0.0,24,0.0
3719,20190309:0800,0.0,105.4,0.0,24,0.0
3720,20190310:0800,0.0,106.9,0.0,24,0.0
3721,20190311:0800,0.0,108.4,0.0,24,0.0
3722,20190312:0800,2.2,107.7,0.0,24,0.0
3723,20190313:0800,13.4,95.7,0.0,24,0.0
3724,20190314:0800,2.0,95.6,0.0,24,0.0
3725,20190315:0800,7.6,89.9,0.0,24,0.0
3726,20190316:0800,2.0,90.0,0.0,24,0.0
3727,20190317:0800,1.2,90.8,0.0,24,0.0
3728,20190318:0800,0.0,92.9,0.0,24,0.0
3729,20190319:0800,0.0,94.9,0.0,24,0.0
3730,20190320:0800,0.0,96.8,0.0,24,0.0
3731,20190321:0800,0.0,98.6,0.0,24,0.0
3732,20190322:0800,0.0,100.4,0.0,24,0.0
3733,20190323:0800,0.0,102.1,0.0,24,0.0
3734,20190324:0800,0.0,103.8,0.0,24,0.0
3735,20190325:0800,0.0,105.4,0.0,24,0.0
3736,20190326:0800,1.4,105.5,0.0,24,0.0
3737,20190327:0800,57.8,49.3,0.0,24,0.0
3738,20190328:0800,10.4,41.5,0.0,24,0.0
3739,20190329:0800,0.0,44.1,0.0,24,0.0
3740,20190330:0800,0.0,46.6,0.0,24,0.0
3741,20190331:0800,0.0,49.2,0.0,24,0.0
3742,20190401:0800,29.6,22.2,0.0,24,0.0
3743,20190402:0800,4.4,19.3,0.0,24,0.0
3744,20190403:0800,0.0,20.8,0.0,24,0.0
3745,20190404:0800,0.0,22.4,0.0,24,0.0
3746,20190405:0800,0.0,23.9,0.0,24,0.0
3747,20190406:0800,0.0,25.4,0.0,24,0.0
3748,20190407:0900,0.0,26.9,0.0,24,0.0
3749,20190408:0900,0.0,28.4,0.0,24,0.0
3750,20190409:0900,0.0,29.9,0.0,24,0.0
3751,20190410:0900,1.4,30.0,0.0,24,0.0
3752,20190411:0900,44.6,0.0,13.1,24,0.0
3753,20190412:0900,3.2,0.0,1.7,24,0.0
3754,20190413:0900,0.0,1.5,0.0,24,0.0
3755,20190414:0900,0.0,3.0,0.0,24,0.0
3756,20190415:0900,0.0,4.5,0.0,24,0.0
3757,20190416:0900,0.0,6.0,0.0,24,0.0
3758,20190417:0900,0.0,7.5,0.0,24,0.0
3759,20190418:0900,0.0,9.0,0.0,24,0.0
3760,20190419:0900,0.0,10.5,0.0,24,0.0
3761,20190420:0900,0.0,12.0,0.0,24,0.0
3762,20190421:0900,23.4,0.0,9.9,24,0.0
3763,20190422:0900,3.8,0.0,2.3,24,0.0
3764,20190423:0900,0.0,1.5,0.0,24,0.0
3765,20190424:0900,0.0,3.0,0.0,24,0.0
3766,20190425:0900,0.0,4.5,0.0,24,0.0
3767,20190426:0900,0.0,6.0,0.0,24,0.0
3768,20190427:0900,4.8,2.7,0.0,24,0.0
3769,20190428:0900,26.0,0.0,21.8,24,0.0
3770,20190429:0900,26.8,0.0,25.3,24,0.0
3771,20190430:0900,2.2,0.0,0.7,24,0.0
3772,20190501:0900,0.0,1.5,0.0,24,0.0
