"site","season","precipitation","precipitation_units","period_start","period_end","lat","lon","anomaly_1961","anomaly_1991"
"Masterton (Wellington)","Autumn",238.8,"mm","2015-03-01","2015-05-31",-40.957,175.707,32.6,30.7
"Milford Sound (Southland)","Autumn",1812.1999999999998,"mm","2015-03-01","2015-05-31",-44.67384,167.92406,175.3,196.8
"Napier (Hawke's Bay)","Autumn",203.2,"mm","2015-03-01","2015-05-31",-39.49846,176.91189,-1,8
"Nelson (Nelson)","Autumn",235.6,"mm","2015-03-01","2015-05-31",-41.299,173.226,-12,6.4
"New Plymouth (Taranaki)","Autumn",443.2,"mm","2015-03-01","2015-05-31",-39.0079,174.18382,70.8,86.2
"Queenstown (Otago)","Autumn",215.8,"mm","2015-03-01","2015-05-31",-45.01758,168.74005,28.7,38
"Reefton (West Coast)","Autumn",559.2,"mm","2015-03-01","2015-05-31",-42.11578,171.86014,80,128.5
"Rotorua (Bay of Plenty)","Autumn",308.8,"mm","2015-03-01","2015-05-31",-38.10595,176.31485,-34,-56.3
"Tara Hills (Canterbury)","Autumn",150.6,"mm","2015-03-01","2015-05-31",-44.52612,169.88948,3.9,29.3
"Taumarunui (Manawatū-Whanganui)","Autumn",388,"mm","2015-03-01","2015-05-31",-38.88784,175.25981,84.2,57.2
"Taupō (Waikato)","Autumn",228.8,"mm","2015-03-01","2015-05-31",-38.74263,176.08104,18.8,6.3
"Tauranga (Bay of Plenty)","Autumn",289,"mm","2015-03-01","2015-05-31",-37.673,176.196,-56.8,-61.9
"Timaru (Canterbury)","Autumn",101.8,"mm","2015-03-01","2015-05-31",-44.30517,171.22141,-45.8,-26.7
"Waiouru (Manawatū-Whanganui)","Autumn",353.9,"mm","2015-03-01","2015-05-31",-39.46249,175.66283,109.2,98.8
"Wellington (Wellington)","Autumn",359.6,"mm","2015-03-01","2015-05-31",-41.285,174.768,17.2,48.4
"Whanganui (Manawatū-Whanganui)","Autumn",424.40000000000003,"mm","2015-03-01","2015-05-31",-39.93704,175.04509,213.4,200.1
"Whangaparāoa (Auckland)","Autumn",299.6,"mm","2015-03-01","2015-05-31",-36.606,174.835,33.5,25.4
"Whangārei (Northland)","Autumn",285.8,"mm","2015-03-01","2015-05-31",-35.769,174.364,-86.6,-33.6
"Auckland (Auckland)","Annual",1008.7,"mm","2015-01-01","2015-12-31",-37.00813,174.78873,-121.2,-91
"Blenheim (Marlborough)","Annual",495.8,"mm","2015-01-01","2015-12-31",-41.52133,173.86439,-198.8,-209.8
"Christchurch (Canterbury)","Annual",455.7,"mm","2015-01-01","2015-12-31",-43.493,172.537,-160.1,-162.5
"Dannevirke (Manawatū-Whanganui)","Annual",885.2,"mm","2015-01-01","2015-12-31",-40.21,176.109,-144.3,-123.8
"Dunedin (Otago)","Annual",695.4,"mm","2015-01-01","2015-12-31",-45.90129,170.5147,8.4,-4.6
"Gisborne (Gisborne)","Annual",1143.1,"mm","2015-01-01","2015-12-31",-38.6586,177.9851,121.5,122.9
"Gore (Southland)","Annual",1021.2,"mm","2015-01-01","2015-12-31",-46.115,168.887,119,82.8
"Hamilton (Waikato)","Annual",1147,"mm","2015-01-01","2015-12-31",-37.86088,175.33175,-72.2,-73.5
"Hokitika (West Coast)","Annual",3201.5,"mm","2015-01-01","2015-12-31",-42.71228,170.98428,377.2,295.5
"Invercargill (Southland)","Annual",1102.6,"mm","2015-01-01","2015-12-31",-46.41741,168.33052,21,-26.9
"Kerikeri (Northland)","Annual",1071.2,"mm","2015-01-01","2015-12-31",-35.183,173.926,-558.2,-572.8
"Lake Tekapo (Canterbury)","Annual",511.59999999999997,"mm","2015-01-01","2015-12-31",-44.002,170.441,-86.2,-87.7
"Masterton (Wellington)","Annual",862.1999999999999,"mm","2015-01-01","2015-12-31",-40.957,175.707,53.9,7.6
"Milford Sound (Southland)","Annual",6785.5,"mm","2015-01-01","2015-12-31",-44.67384,167.92406,825.7,580.4
"Napier (Hawke's Bay)","Annual",621.7,"mm","2015-01-01","2015-12-31",-39.49846,176.91189,-133.1,-130.5
"Nelson (Nelson)","Annual",684,"mm","2015-01-01","2015-12-31",-41.299,173.226,-235.8,-236.5
"New Plymouth (Taranaki)","Annual",1342,"mm","2015-01-01","2015-12-31",-39.0079,174.18382,-156.3,-72.3
"Queenstown (Otago)","Annual",717.2,"mm","2015-01-01","2015-12-31",-45.01758,168.74005,44.1,-8.7
"Reefton (West Coast)","Annual",1607,"mm","2015-01-01","2015-12-31",-42.11578,171.86014,-380.7,-285.6
"Rotorua (Bay of Plenty)","Annual",1063.4,"mm","2015-01-01","2015-12-31",-38.10595,176.31485,-379.5,-283.1
"Tara Hills (Canterbury)","Annual",387.1,"mm","2015-01-01","2015-12-31",-44.52612,169.88948,-163.5,-126.1
"Taumarunui (Manawatū-Whanganui)","Annual",1346,"mm","2015-01-01","2015-12-31",-38.88784,175.25981,-27.6,-133.9
"Taupō (Waikato)","Annual",762.8,"mm","2015-01-01","2015-12-31",-38.74263,176.08104,-172.5,-184
"Tauranga (Bay of Plenty)","Annual",844.2,"mm","2015-01-01","2015-12-31",-37.673,176.196,-473.6,-360
"Timaru (Canterbury)","Annual",378.59999999999997,"mm","2015-01-01","2015-12-31",-44.30517,171.22141,-151.1,-169.8
"Waiouru (Manawatū-Whanganui)","Annual",1077.3,"mm","2015-01-01","2015-12-31",-39.46249,175.66283,36.8,-61.5
"Wellington (Wellington)","Annual",1022.4,"mm","2015-01-01","2015-12-31",-41.285,174.768,-317.7,-273.1
"Whanganui (Manawatū-Whanganui)","Annual",1070.4,"mm","2015-01-01","2015-12-31",-39.93704,175.04509,211.3,129.8
"Whangaparāoa (Auckland)","Annual",876.6,"mm","2015-01-01","2015-12-31",-36.606,174.835,-239.3,-149.9
"Whangārei (Northland)","Annual",1019,"mm","2015-01-01","2015-12-31",-35.769,174.364,-458.9,-264.1
"Auckland (Auckland)","Summer",116.19999999999999,"mm","2014-12-01","2015-02-28",-37.00813,174.78873,-125.1,-83.6
"Blenheim (Marlborough)","Summer",63,"mm","2014-12-01","2015-02-28",-41.52133,173.86439,-79,-85.9
"Christchurch (Canterbury)","Summer",58.6,"mm","2014-12-01","2015-02-28",-43.493,172.537,-76,-70.6
"Dannevirke (Manawatū-Whanganui)","Summer",112.80000000000001,"mm","2014-12-01","2015-02-28",-40.21,176.109,-122.8,-111.6
"Dunedin (Otago)","Summer",115.4,"mm","2014-12-01","2015-02-28",-45.90129,170.5147,-60.1,-88.5
"Gisborne (Gisborne)","Summer",320,"mm","2014-12-01","2015-02-28",-38.6586,177.9851,117.4,118.6
"Gore (Southland)","Summer",196.6,"mm","2014-12-01","2015-02-28",-46.115,168.887,-54.1,-74.4
"Hamilton (Waikato)","Summer",150,"mm","2014-12-01","2015-02-28",-37.86088,175.33175,-117.7,-100.4
"Hokitika (West Coast)","Summer",560.4,"mm","2014-12-01","2015-02-28",-42.71228,170.98428,-93.1,-153.8
"Invercargill (Southland)","Summer",215.1,"mm","2014-12-01","2015-02-28",-46.41741,168.33052,-64.3,-66.7
"Kerikeri (Northland)","Summer",242.3,"mm","2014-12-01","2015-02-28",-35.183,173.926,-57.2,-86.7
"Lake Tekapo (Canterbury)","Summer",32.3,"mm","2014-12-01","2015-02-28",-44.002,170.441,-93.5,-100.9
"Masterton (Wellington)","Summer",90.8,"mm","2014-12-01","2015-02-28",-40.957,175.707,-64.5,-70.2
"Milford Sound (Southland)","Summer",1367.9,"mm","2014-12-01","2015-02-28",-44.67384,167.92406,-219.1,-331.5
"Napier (Hawke's Bay)","Summer",95.4,"mm","2014-12-01","2015-02-28",-39.49846,176.91189,-68.8,-62.2
"Nelson (Nelson)","Summer",174.4,"mm","2014-12-01","2015-02-28",-41.299,173.226,-19.6,-40.8
"New Plymouth (Taranaki)","Summer",208.6,"mm","2014-12-01","2015-02-28",-39.0079,174.18382,-107.3,-79.3
"Queenstown (Otago)","Summer",216,"mm","2014-12-01","2015-02-28",-45.01758,168.74005,62.5,26.4
"Reefton (West Coast)","Summer",253.2,"mm","2014-12-01","2015-02-28",-42.11578,171.86014,-167.3,-156.2
"Rotorua (Bay of Plenty)","Summer",204.8,"mm","2014-12-01","2015-02-28",-38.10595,176.31485,-141.7,-101.6
"Tara Hills (Canterbury)","Summer",77,"mm","2014-12-01","2015-02-28",-44.52612,169.88948,-71.5,-68.4
"Taumarunui (Manawatū-Whanganui)","Summer",201.4,"mm","2014-12-01","2015-02-28",-38.88784,175.25981,-105.9,-113.4
"Taupō (Waikato)","Summer",126.19999999999999,"mm","2014-12-01","2015-02-28",-38.74263,176.08104,-111.8,-98.8
"Tauranga (Bay of Plenty)","Summer",197.39999999999998,"mm","2014-12-01","2015-02-28",-37.673,176.196,-92.7,-61.2
"Timaru (Canterbury)","Summer",46.6,"mm","2014-12-01","2015-02-28",-44.30517,171.22141,-93.3,-104.4
"Waiouru (Manawatū-Whanganui)","Summer",150.2,"mm","2014-12-01","2015-02-28",-39.46249,175.66283,-94.4,-86.7
"Wellington (Wellington)","Summer",156.2,"mm","2014-12-01","2015-02-28",-41.285,174.768,-87.1,-90.2
"Whanganui (Manawatū-Whanganui)","Summer",132.2,"mm","2014-12-01","2015-02-28",-39.93704,175.04509,-69.7,-80.9
"Whangaparāoa (Auckland)","Summer",165.6,"mm","2014-12-01","2015-02-28",-36.606,174.835,-61,-39.1
"Whangārei (Northland)","Summer",264.40000000000003,"mm","2014-12-01","2015-02-28",-35.769,174.364,-40.5,14.1
"Auckland (Auckland)","Spring",324.8,"mm","2014-09-01","2014-11-30",-37.00813,174.78873,69.3,73.9
"Blenheim (Marlborough)","Spring",82.2,"mm","2014-09-01","2014-11-30",-41.52133,173.86439,-89,-97.3
"Christchurch (Canterbury)","Spring",100.2,"mm","2014-09-01","2014-11-30",-43.493,172.537,-35.7,-36.7
"Dannevirke (Manawatū-Whanganui)","Spring",211.60000000000002,"mm","2014-09-01","2014-11-30",-40.21,176.109,-31.8,-67.3
"Dunedin (Otago)","Spring",159,"mm","2014-09-01","2014-11-30",-45.90129,170.5147,5.5,-5.5
"Gisborne (Gisborne)","Spring",243.39999999999998,"mm","2014-09-01","2014-11-30",-38.6586,177.9851,35.7,45.6
"Gore (Southland)","Spring",277.2,"mm","2014-09-01","2014-11-30",-46.115,168.887,65.7,36.6
"Hamilton (Waikato)","Spring",309.1,"mm","2014-09-01","2014-11-30",-37.86088,175.33175,8.6,9.9
"Hokitika (West Coast)","Spring",751.1,"mm","2014-09-01","2014-11-30",-42.71228,170.98428,-33.3,-1.3
"Invercargill (Southland)","Spring",353.79999999999995,"mm","2014-09-01","2014-11-30",-46.41741,168.33052,99.8,65.1
"Kerikeri (Northland)","Spring",294.4,"mm","2014-09-01","2014-11-30",-35.183,173.926,-74.7,-43.1
"Lake Tekapo (Canterbury)","Spring",120.1,"mm","2014-09-01","2014-11-30",-44.002,170.441,-30.4,-27.8
"Masterton (Wellington)","Spring",254.7,"mm","2014-09-01","2014-11-30",-40.957,175.707,71.3,39
"Milford Sound (Southland)","Spring",2044.8,"mm","2014-09-01","2014-11-30",-44.67384,167.92406,439,413.1
"Napier (Hawke's Bay)","Spring",148.4,"mm","2014-09-01","2014-11-30",-39.49846,176.91189,-6,-17.6
"Nelson (Nelson)","Spring",111.7,"mm","2014-09-01","2014-11-30",-41.299,173.226,-122,-115.2
"New Plymouth (Taranaki)","Spring",343.6,"mm","2014-09-01","2014-11-30",-39.0079,174.18382,-9.8,-7.6
"Queenstown (Otago)","Spring",171,"mm","2014-09-01","2014-11-30",-45.01758,168.74005,-6,-13.7
"Reefton (West Coast)","Spring",448.8,"mm","2014-09-01","2014-11-30",-42.11578,171.86014,-111.3,-67
"Rotorua (Bay of Plenty)","Spring",260.3,"mm","2014-09-01","2014-11-30",-38.10595,176.31485,-81,-22.6
"Tara Hills (Canterbury)","Spring",98.4,"mm","2014-09-01","2014-11-30",-44.52612,169.88948,-38.2,-26.8
"Taumarunui (Manawatū-Whanganui)","Spring",369.09999999999997,"mm","2014-09-01","2014-11-30",-38.88784,175.25981,-6.3,-32.4
"Taupō (Waikato)","Spring",183.8,"mm","2014-09-01","2014-11-30",-38.74263,176.08104,-43.3,-34
"Tauranga (Bay of Plenty)","Spring",185.3,"mm","2014-09-01","2014-11-30",-37.673,176.196,-109.5,-47.9
"Timaru (Canterbury)","Spring",83.4,"mm","2014-09-01","2014-11-30",-44.30517,171.22141,-42.4,-54.7
"Waiouru (Manawatū-Whanganui)","Spring",301.9,"mm","2014-09-01","2014-11-30",-39.46249,175.66283,46.9,-0.1
"Wellington (Wellington)","Spring",246.9,"mm","2014-09-01","2014-11-30",-41.285,174.768,-67.7,-86.2
"Whanganui (Manawatū-Whanganui)","Spring",258.4,"mm","2014-09-01","2014-11-30",-39.93704,175.04509,52.9,18.1
"Whangaparāoa (Auckland)","Spring",279.4,"mm","2014-09-01","2014-11-30",-36.606,174.835,19.6,57.7
"Whangārei (Northland)","Spring",262,"mm","2014-09-01","2014-11-30",-35.769,174.364,-57.3,-3.5
"Auckland (Auckland)","Winter",414.6,"mm","2014-06-01","2014-08-31",-37.00813,174.78873,54.8,44.8
"Blenheim (Marlborough)","Winter",151.8,"mm","2014-06-01","2014-08-31",-41.52133,173.86439,-45.7,-56.5
"Christchurch (Canterbury)","Winter",123.6,"mm","2014-06-01","2014-08-31",-43.493,172.537,-54.9,-66.9
"Dannevirke (Manawatū-Whanganui)","Winter",175.4,"mm","2014-06-01","2014-08-31",-40.21,176.109,-120.7,-96.4
"Dunedin (Otago)","Winter",92.80000000000001,"mm","2014-06-01","2014-08-31",-45.90129,170.5147,-78.8,-66.6
"Gisborne (Gisborne)","Winter",388,"mm","2014-06-01","2014-08-31",-38.6586,177.9851,39.6,70.5
"Gore (Southland)","Winter",196.8,"mm","2014-06-01","2014-08-31",-46.115,168.887,11.5,2.1
"Hamilton (Waikato)","Winter",374.1,"mm","2014-06-01","2014-08-31",-37.86088,175.33175,1.4,-7.3
"Hokitika (West Coast)","Winter",715.5,"mm","2014-06-01","2014-08-31",-42.71228,170.98428,43.5,-17
"Invercargill (Southland)","Winter",246.3,"mm","2014-06-01","2014-08-31",-46.41741,168.33052,12.6,-26.3
"Kerikeri (Northland)","Winter",910.3,"mm","2014-06-01","2014-08-31",-35.183,173.926,344.7,359.6
"Lake Tekapo (Canterbury)","Winter",172.9,"mm","2014-06-01","2014-08-31",-44.002,170.441,3.1,12
"Masterton (Wellington)","Winter",318,"mm","2014-06-01","2014-08-31",-40.957,175.707,52.1,48.5
"Milford Sound (Southland)","Winter",1268.4,"mm","2014-06-01","2014-08-31",-44.67384,167.92406,167,-14.4
"Napier (Hawke's Bay)","Winter",201.3,"mm","2014-06-01","2014-08-31",-39.49846,176.91189,-34.4,-31.9
"Nelson (Nelson)","Winter",209.9,"mm","2014-06-01","2014-08-31",-41.299,173.226,-35.7,-37
"New Plymouth (Taranaki)","Winter",357,"mm","2014-06-01","2014-08-31",-39.0079,174.18382,-99.6,-57.8
"Queenstown (Otago)","Winter",159.2,"mm","2014-06-01","2014-08-31",-45.01758,168.74005,6.2,-16.3
"Reefton (West Coast)","Winter",425.6,"mm","2014-06-01","2014-08-31",-42.11578,171.86014,-99,-111.2
"Rotorua (Bay of Plenty)","Winter",304,"mm","2014-06-01","2014-08-31",-38.10595,176.31485,-107.9,-88.3
"Tara Hills (Canterbury)","Winter",151.6,"mm","2014-06-01","2014-08-31",-44.52612,169.88948,34.3,29.6
"Taumarunui (Manawatū-Whanganui)","Winter",347.3,"mm","2014-06-01","2014-08-31",-38.88784,175.25981,-39.6,-84.3
"Taupō (Waikato)","Winter",183.6,"mm","2014-06-01","2014-08-31",-38.74263,176.08104,-76.7,-97.5
"Tauranga (Bay of Plenty)","Winter",383.4,"mm","2014-06-01","2014-08-31",-37.673,176.196,-5,21.8
"Timaru (Canterbury)","Winter",71.4,"mm","2014-06-01","2014-08-31",-44.30517,171.22141,-45.6,-59.6
"Waiouru (Manawatū-Whanganui)","Winter",294.8,"mm","2014-06-01","2014-08-31",-39.46249,175.66283,-3.6,-49.5
"Wellington (Wellington)","Winter",264.4,"mm","2014-06-01","2014-08-31",-41.285,174.768,-175.9,-138.8
"Whanganui (Manawatū-Whanganui)","Winter",226.8,"mm","2014-06-01","2014-08-31",-39.93704,175.04509,-14,-34.7
"Whangaparāoa (Auckland)","Winter",412.7,"mm","2014-06-01","2014-08-31",-36.606,174.835,46.8,86.6
"Whangārei (Northland)","Winter",889.6,"mm","2014-06-01","2014-08-31",-35.769,174.364,403.7,441.6
"Auckland (Auckland)","Autumn",212.6,"mm","2014-03-01","2014-05-31",-37.00813,174.78873,-62,-66.2
"Blenheim (Marlborough)","Autumn",213.8,"mm","2014-03-01","2014-05-31",-41.52133,173.86439,29.9,45.4
"Christchurch (Canterbury)","Autumn",322.6,"mm","2014-03-01","2014-05-31",-43.493,172.537,154.4,161.8
"Dannevirke (Manawatū-Whanganui)","Autumn",254.6,"mm","2014-03-01","2014-05-31",-40.21,176.109,-4.6,21.2
"Dunedin (Otago)","Autumn",272.6,"mm","2014-03-01","2014-05-31",-45.90129,170.5147,86.4,101
"Gisborne (Gisborne)","Autumn",298.2,"mm","2014-03-01","2014-05-31",-38.6586,177.9851,31.9,-5.3
"Gore (Southland)","Autumn",270.2,"mm","2014-03-01","2014-05-31",-46.115,168.887,18.2,36.5
"Hamilton (Waikato)","Autumn",248.2,"mm","2014-03-01","2014-05-31",-37.86088,175.33175,-30.7,-41.1
"Hokitika (West Coast)","Autumn",661.6,"mm","2014-03-01","2014-05-31",-42.71228,170.98428,-40.2,-50.3
"Invercargill (Southland)","Autumn",289.6,"mm","2014-03-01","2014-05-31",-46.41741,168.33052,-20.8,0.7
"Kerikeri (Northland)","Autumn",219.79999999999998,"mm","2014-03-01","2014-05-31",-35.183,173.926,-178.8,-207.3
"Lake Tekapo (Canterbury)","Autumn",334.3,"mm","2014-03-01","2014-05-31",-44.002,170.441,182.8,176.7
"Masterton (Wellington)","Autumn",285,"mm","2014-03-01","2014-05-31",-40.957,175.707,78.8,76.8
"Milford Sound (Southland)","Autumn",1882.5,"mm","2014-03-01","2014-05-31",-44.67384,167.92406,245.6,267.1
"Napier (Hawke's Bay)","Autumn",135.2,"mm","2014-03-01","2014-05-31",-39.49846,176.91189,-69,-60
"Nelson (Nelson)","Autumn",338.5,"mm","2014-03-01","2014-05-31",-41.299,173.226,90.9,109.3
"New Plymouth (Taranaki)","Autumn",337.4,"mm","2014-03-01","2014-05-31",-39.0079,174.18382,-35,-19.6
"Queenstown (Otago)","Autumn",252.4,"mm","2014-03-01","2014-05-31",-45.01758,168.74005,65.3,74.6
"Reefton (West Coast)","Autumn",387.8,"mm","2014-03-01","2014-05-31",-42.11578,171.86014,-91.4,-42.9
"Rotorua (Bay of Plenty)","Autumn",336,"mm","2014-03-01","2014-05-31",-38.10595,176.31485,-6.8,-29.1
"Tara Hills (Canterbury)","Autumn",170,"mm","2014-03-01","2014-05-31",-44.52612,169.88948,23.3,48.7
"Taumarunui (Manawatū-Whanganui)","Autumn",325.2,"mm","2014-03-01","2014-05-31",-38.88784,175.25981,21.4,-5.6
"Taupō (Waikato)","Autumn",159.8,"mm","2014-03-01","2014-05-31",-38.74263,176.08104,-50.2,-62.7
"Tauranga (Bay of Plenty)","Autumn",296.2,"mm","2014-03-01","2014-05-31",-37.673,176.196,-49.6,-54.7
"Timaru (Canterbury)","Autumn",164.6,"mm","2014-03-01","2014-05-31",-44.30517,171.22141,17,36.1
"Waiouru (Manawatū-Whanganui)","Autumn",272.2,"mm","2014-03-01","2014-05-31",-39.46249,175.66283,27.5,17.1
"Wellington (Wellington)","Autumn",399.79999999999995,"mm","2014-03-01","2014-05-31",-41.285,174.768,57.4,88.6
"Whanganui (Manawatū-Whanganui)","Autumn",205.4,"mm","2014-03-01","2014-05-31",-39.93704,175.04509,-5.6,-18.9
"Whangaparāoa (Auckland)","Autumn",114.3,"mm","2014-03-01","2014-05-31",-36.606,174.835,-151.8,-159.9
"Whangārei (Northland)","Autumn",180.20000000000002,"mm","2014-03-01","2014-05-31",-35.769,174.364,-192.2,-139.2
"Auckland (Auckland)","Annual",1069.6,"mm","2014-01-01","2014-12-31",-37.00813,174.78873,-60.3,-30.1
"Blenheim (Marlborough)","Annual",591.8,"mm","2014-01-01","2014-12-31",-41.52133,173.86439,-102.8,-113.8
"Christchurch (Canterbury)","Annual",639.6,"mm","2014-01-01","2014-12-31",-43.493,172.537,23.8,21.4
"Dannevirke (Manawatū-Whanganui)","Annual",808.4,"mm","2014-01-01","2014-12-31",-40.21,176.109,-221.1,-200.6
"Dunedin (Otago)","Annual",673.8,"mm","2014-01-01","2014-12-31",-45.90129,170.5147,-13.2,-26.2
"Gisborne (Gisborne)","Annual",1096,"mm","2014-01-01","2014-12-31",-38.6586,177.9851,74.4,75.8
"Gore (Southland)","Annual",968,"mm","2014-01-01","2014-12-31",-46.115,168.887,65.8,29.6
"Hamilton (Waikato)","Annual",1060.6,"mm","2014-01-01","2014-12-31",-37.86088,175.33175,-158.6,-159.9
"Hokitika (West Coast)","Annual",2763.3,"mm","2014-01-01","2014-12-31",-42.71228,170.98428,-61,-142.7
"Invercargill (Southland)","Annual",1112.5,"mm","2014-01-01","2014-12-31",-46.41741,168.33052,30.9,-17
"Kerikeri (Northland)","Annual",1828.8,"mm","2014-01-01","2014-12-31",-35.183,173.926,199.4,184.8
"Lake Tekapo (Canterbury)","Annual",706.5,"mm","2014-01-01","2014-12-31",-44.002,170.441,108.7,107.2
"Masterton (Wellington)","Annual",920.1,"mm","2014-01-01","2014-12-31",-40.957,175.707,111.9,65.5
"Milford Sound (Southland)","Annual",6669.9,"mm","2014-01-01","2014-12-31",-44.67384,167.92406,710.1,464.8
"Napier (Hawke's Bay)","Annual",625.2,"mm","2014-01-01","2014-12-31",-39.49846,176.91189,-129.6,-127
"Nelson (Nelson)","Annual",909.1,"mm","2014-01-01","2014-12-31",-41.299,173.226,-10.7,-11.4
"New Plymouth (Taranaki)","Annual",1238.6,"mm","2014-01-01","2014-12-31",-39.0079,174.18382,-259.7,-175.7
"Queenstown (Otago)","Annual",700.8,"mm","2014-01-01","2014-12-31",-45.01758,168.74005,27.7,-25.1
"Reefton (West Coast)","Annual",1562,"mm","2014-01-01","2014-12-31",-42.11578,171.86014,-425.7,-330.6
"Rotorua (Bay of Plenty)","Annual",1073.5,"mm","2014-01-01","2014-12-31",-38.10595,176.31485,-369.4,-273
"Tara Hills (Canterbury)","Annual",535.8,"mm","2014-01-01","2014-12-31",-44.52612,169.88948,-14.8,22.6
"Taumarunui (Manawatū-Whanganui)","Annual",1221,"mm","2014-01-01","2014-12-31",-38.88784,175.25981,-152.6,-258.9
"Taupō (Waikato)","Annual",609.6,"mm","2014-01-01","2014-12-31",-38.74263,176.08104,-325.7,-337.2
"Tauranga (Bay of Plenty)","Annual",1124.1,"mm","2014-01-01","2014-12-31",-37.673,176.196,-193.7,-80.1
"Timaru (Canterbury)","Annual",379.6,"mm","2014-01-01","2014-12-31",-44.30517,171.22141,-150.1,-168.8
"Waiouru (Manawatū-Whanganui)","Annual",1010.7,"mm","2014-01-01","2014-12-31",-39.46249,175.66283,-29.8,-128.1
"Wellington (Wellington)","Annual",1209.7,"mm","2014-01-01","2014-12-31",-41.285,174.768,-130.4,-85.8
"Whanganui (Manawatū-Whanganui)","Annual",849.2,"mm","2014-01-01","2014-12-31",-39.93704,175.04509,-9.9,-91.4
"Whangaparāoa (Auckland)","Annual",966.2,"mm","2014-01-01","2014-12-31",-36.606,174.835,-149.7,-60.3
"Whangārei (Northland)","Annual",1660.8,"mm","2014-01-01","2014-12-31",-35.769,174.364,182.9,377.7
"Auckland (Auckland)","Summer",168,"mm","2013-12-01","2014-02-28",-37.00813,174.78873,-73.3,-31.8
"Blenheim (Marlborough)","Summer",123.8,"mm","2013-12-01","2014-02-28",-41.52133,173.86439,-18.2,-25.1
"Christchurch (Canterbury)","Summer",134.6,"mm","2013-12-01","2014-02-28",-43.493,172.537,0,5.4
"Dannevirke (Manawatū-Whanganui)","Summer",160.39999999999998,"mm","2013-12-01","2014-02-28",-40.21,176.109,-75.2,-64
"Dunedin (Otago)","Summer",225.8,"mm","2013-12-01","2014-02-28",-45.90129,170.5147,50.3,21.9
"Gisborne (Gisborne)","Summer",109.9,"mm","2013-12-01","2014-02-28",-38.6586,177.9851,-92.7,-91.5
"Gore (Southland)","Summer",286.2,"mm","2013-12-01","2014-02-28",-46.115,168.887,35.5,15.2
"Hamilton (Waikato)","Summer",149.4,"mm","2013-12-01","2014-02-28",-37.86088,175.33175,-118.3,-101
"Hokitika (West Coast)","Summer",682.6,"mm","2013-12-01","2014-02-28",-42.71228,170.98428,29.1,-31.6
"Invercargill (Southland)","Summer",254.5,"mm","2013-12-01","2014-02-28",-46.41741,168.33052,-24.9,-27.3
"Kerikeri (Northland)","Summer",465.59999999999997,"mm","2013-12-01","2014-02-28",-35.183,173.926,166.1,136.6
"Lake Tekapo (Canterbury)","Summer",91.3,"mm","2013-12-01","2014-02-28",-44.002,170.441,-34.5,-41.9
